HP3Item,Supported,Supported WF,Related,Related WF,Unrelated,Unrelated WF,TypeOfSupported
111,father,"defaultdict(<class 'list'>, {1: [(2, 4), (3, 3), (4, 1), (5, 4), (6, 2), (9, 1), (12, 4), (15, 1), (17, 8)], 2: [(3, 2), (4, 4), (5, 1), (6, 2), (7, 1), (9, 1), (10, 1), (12, 2), (13, 2), (14, 2), (15, 2)], 3: [(2, 1), (3, 1), (4, 1), (5, 1), (11, 2), (12, 2), (14, 7), (17, 3), (18, 3), (19, 5), (21, 4), (22, 6)], 4: [(2, 1), (4, 2), (5, 2), (6, 1), (8, 2), (9, 2), (10, 5), (11, 5), (13, 2), (14, 3), (15, 1), (23, 2), (24, 2), (25, 1), (26, 1), (27, 1), (30, 9), (31, 3), (32, 1), (33, 5), (34, 5), (35, 34), (36, 3), (37, 1)], 5: [(5, 1), (6, 1), (9, 7), (13, 3), (14, 3), (17, 4), (18, 1), (19, 1), (22, 4), (23, 1), (24, 2), (25, 1), (26, 1), (28, 6), (29, 10), (31, 1), (37, 4), (38, 2)], 6: [(2, 1), (4, 1), (5, 1), (6, 2), (7, 6), (10, 8), (11, 1), (12, 2), (13, 5), (15, 1), (16, 4), (17, 5), (20, 1), (23, 2), (24, 1), (25, 2), (27, 1), (28, 2), (30, 3)], 7: [(1, 1), (2, 5), (5, 3), (8, 8), (9, 1), (10, 1), (11, 5), (12, 1), (13, 3), (14, 1), (15, 1), (16, 1), (17, 2), (20, 1), (22, 1), (23, 2), (25, 1), (28, 1), (30, 1), (33, 5), (34, 3), (35, 4), (36, 2)]})",Occlumency,"defaultdict(<class 'list'>, {5: [(24, 13), (25, 4), (26, 4), (27, 1), (28, 2), (29, 3), (30, 3), (31, 2), (32, 2), (37, 4)], 6: [(4, 2), (9, 2), (15, 1), (17, 1)], 7: [(9, 1), (12, 2), (14, 1), (33, 1)]})",Flamel,"defaultdict(<class 'list'>, {1: [(6, 1), (11, 2), (12, 10), (13, 9), (14, 2), (17, 1)], 7: [(2, 1), (14, 1)]})",CommonNoun
112,Firenze,"defaultdict(<class 'list'>, {1: [(15, 17), (16, 1)], 5: [(26, 1), (27, 27), (30, 9), (33, 1), (38, 2)], 6: [(9, 1), (15, 2), (20, 2), (30, 1)], 7: [(31, 1), (33, 1), (36, 1)]})",Divination,"defaultdict(<class 'list'>, {2: [(14, 1)], 3: [(4, 3), (6, 10), (12, 2), (15, 4), (16, 1), (22, 2)], 4: [(10, 1), (13, 2), (14, 2), (15, 2), (20, 2), (21, 1), (24, 1), (29, 2), (30, 1), (31, 2), (37, 1)], 5: [(12, 4), (13, 1), (15, 3), (17, 5), (21, 1), (25, 1), (26, 3), (27, 2), (29, 2), (31, 2), (37, 2), (38, 1)], 6: [(5, 3), (8, 2), (9, 3), (15, 1), (20, 1), (21, 1), (25, 1)]})",cart,"defaultdict(<class 'list'>, {1: [(4, 1), (5, 6), (6, 6)], 3: [(5, 2), (22, 1)], 4: [(7, 1)], 5: [(10, 2)], 6: [(13, 1)], 7: [(26, 7), (28, 1)]})",ProperName
113,Occlumency,"defaultdict(<class 'list'>, {5: [(24, 13), (25, 4), (26, 4), (27, 1), (28, 2), (29, 3), (30, 3), (31, 2), (32, 2), (37, 4)], 6: [(4, 2), (9, 2), (15, 1), (17, 1)], 7: [(9, 1), (12, 2), (14, 1), (33, 1)]})",pensieve,"defaultdict(<class 'list'>, {4: [(30, 15), (31, 2), (35, 1), (37, 1)], 5: [(6, 1), (8, 1), (23, 1), (24, 5), (26, 1), (28, 7), (29, 6), (31, 1), (37, 3)], 6: [(10, 4), (12, 1), (13, 6), (16, 1), (17, 5), (20, 5), (23, 2), (26, 1), (28, 1)], 7: [(12, 1), (22, 1), (33, 2), (36, 2)]})",house-elf,"defaultdict(<class 'list'>, {})",HPWorldNoun
114,Phoenix,"defaultdict(<class 'list'>, {1: [(5, 4)], 2: [(12, 1), (13, 1), (17, 5), (18, 1)], 4: [(18, 2), (30, 1), (34, 3), (36, 6)], 5: [(3, 1), (4, 4), (5, 6), (7, 1), (8, 1), (9, 3), (21, 1), (22, 4), (23, 2), (27, 1), (32, 1), (37, 2)], 6: [(2, 2), (3, 2), (4, 1), (8, 1), (10, 1), (17, 1), (25, 1), (27, 2), (29, 5), (30, 2)], 7: [(1, 1), (2, 1), (6, 1), (8, 2), (13, 1), (15, 1), (17, 2), (18, 1), (20, 2), (22, 2), (23, 2), (24, 2), (28, 3), (29, 1), (30, 2), (31, 2), (33, 2), (34, 1), (36, 4)]})",Sirius,"defaultdict(<class 'list'>, {1: [(1, 1)], 3: [(3, 5), (4, 5), (5, 3), (6, 1), (7, 1), (8, 1), (9, 2), (10, 9), (11, 4), (12, 3), (13, 3), (14, 4), (17, 7), (18, 16), (19, 18), (20, 27), (21, 29), (22, 15)], 4: [(2, 18), (3, 6), (4, 1), (5, 5), (9, 2), (10, 3), (12, 2), (13, 2), (14, 1), (15, 5), (18, 4), (19, 27), (20, 2), (21, 3), (23, 1), (24, 1), (25, 1), (26, 5), (27, 61), (28, 4), (29, 7), (31, 3), (36, 26)], 5: [(1, 6), (2, 3), (3, 4), (4, 1), (5, 64), (6, 62), (7, 6), (9, 18), (10, 21), (12, 2), (13, 1), (14, 38), (16, 10), (17, 22), (18, 5), (20, 1), (21, 4), (22, 28), (23, 12), (24, 42), (25, 6), (26, 1), (28, 27), (29, 40), (30, 3), (31, 2), (32, 29), (33, 5), (34, 14), (35, 21), (36, 12), (37, 61), (38, 19)], 6: [(1, 1), (2, 1), (3, 6), (4, 9), (5, 4), (6, 1), (8, 6), (12, 1), (16, 3), (21, 2), (23, 1), (24, 1), (25, 1), (29, 1), (30, 2)], 7: [(2, 1), (5, 1), (10, 22), (11, 3), (12, 1), (21, 1), (22, 1), (24, 1), (25, 1), (26, 1), (33, 9), (34, 7), (36, 1)]})",Snap,"defaultdict(<class 'list'>, {1: [(2, 1), (10, 1)], 2: [(3, 1), (4, 1), (6, 1), (10, 1), (12, 2), (15, 2), (18, 1)], 3: [(1, 1), (5, 1), (7, 2), (10, 1), (14, 1), (16, 1), (17, 1), (21, 1), (22, 1)], 4: [(11, 1), (22, 1), (37, 1)], 5: [(2, 1), (6, 2), (20, 1), (23, 1), (25, 1), (31, 1), (32, 1)], 6: [(2, 1), (16, 1)], 7: [(26, 1)]})",CommonNoun
115,Requirement,"defaultdict(<class 'list'>, {4: [(1, 1)], 5: [(18, 3), (21, 1), (26, 1), (27, 6)], 6: [(21, 12), (22, 1), (24, 5), (25, 5), (27, 1), (28, 2), (29, 4)], 7: [(20, 1), (29, 4), (30, 5), (31, 7), (32, 1), (35, 1)]})",Army,"defaultdict(<class 'list'>, {4: [(33, 1)], 5: [(5, 1), (14, 2), (16, 3), (18, 3), (27, 6)], 6: [(4, 1), (20, 1), (26, 1), (27, 1)], 7: [(5, 1), (16, 1), (29, 5), (30, 3), (35, 2), (36, 2)]})",toad,"defaultdict(<class 'list'>, {1: [(5, 2), (6, 8), (7, 2), (10, 1), (16, 2), (17, 1)], 2: [(13, 2), (16, 1)], 3: [(5, 1), (7, 4), (11, 1)], 4: [(14, 2), (20, 1)], 5: [(8, 1), (10, 3), (12, 1), (13, 1), (15, 1), (19, 1), (23, 1), (28, 1), (32, 1)], 6: [(7, 1)], 7: [(11, 1)]})",CommonNoun
116,skin,"defaultdict(<class 'list'>, {1: [(3, 1), (7, 1), (10, 1), (17, 2)], 2: [(5, 1), (6, 1), (8, 2), (10, 2), (11, 1), (12, 1), (16, 4)], 3: [(3, 1), (5, 1), (7, 1), (8, 1), (9, 1), (14, 2), (17, 1), (19, 3), (20, 1)], 4: [(2, 1), (8, 1), (12, 2), (13, 1), (17, 1), (18, 3), (19, 2), (21, 1), (24, 1), (26, 3), (27, 2), (30, 2), (33, 1), (34, 1), (35, 2), (36, 1)], 5: [(4, 1), (6, 3), (13, 7), (15, 1), (19, 2), (20, 3), (23, 2), (24, 1), (25, 1), (27, 1), (30, 1), (35, 1), (38, 1)], 6: [(13, 1), (15, 2), (18, 3), (20, 1), (22, 1), (26, 1), (28, 1), (30, 1)], 7: [(1, 1), (5, 1), (6, 1), (7, 1), (10, 1), (14, 2), (15, 1), (17, 2), (19, 1), (23, 1), (24, 2), (26, 1), (27, 3), (30, 1), (34, 1), (35, 1), (36, 1)]})",Umbridge,"defaultdict(<class 'list'>, {5: [(8, 2), (11, 13), (12, 49), (13, 21), (14, 10), (15, 66), (16, 11), (17, 22), (18, 14), (19, 11), (20, 18), (21, 19), (22, 1), (23, 1), (24, 2), (25, 8), (26, 20), (27, 42), (28, 22), (29, 34), (30, 12), (31, 16), (32, 41), (33, 27), (36, 1), (37, 3), (38, 8)], 6: [(4, 2), (5, 3), (7, 1), (16, 3), (17, 1), (30, 2)], 7: [(12, 4), (13, 28), (14, 1), (29, 1)]})",Snare,"defaultdict(<class 'list'>, {1: [(16, 4), (17, 1)], 5: [(25, 6)], 6: [(15, 1)], 7: [(30, 1)]})",CommonNoun
117,snake,"defaultdict(<class 'list'>, {1: [(2, 15), (3, 1), (8, 1), (17, 1)], 2: [(5, 1), (11, 17), (16, 8), (17, 2)], 3: [(17, 1)], 4: [(1, 6), (2, 1), (13, 1), (15, 1), (20, 1), (29, 3), (30, 2), (31, 1), (32, 2), (33, 7), (34, 1)], 5: [(21, 4), (22, 11), (23, 8), (24, 7), (26, 1), (36, 3), (37, 1)], 6: [(2, 1), (10, 5), (23, 3), (25, 1), (26, 1), (30, 2)], 7: [(1, 5), (8, 1), (13, 1), (14, 1), (15, 2), (17, 24), (19, 4), (23, 1), (25, 1), (27, 2), (29, 2), (31, 1), (32, 12), (33, 2), (34, 8), (36, 2)]})",Arthur,"defaultdict(<class 'list'>, {2: [(3, 3), (4, 8), (5, 2), (12, 2), (18, 3)], 3: [(1, 1), (4, 2), (5, 3)], 4: [(3, 1), (5, 2), (6, 3), (7, 6), (8, 4), (9, 2), (10, 3), (11, 6), (14, 1), (35, 2), (36, 2)], 5: [(5, 3), (7, 4), (9, 7), (10, 1), (17, 1), (22, 19), (23, 4), (24, 1), (37, 1), (38, 2)], 6: [(4, 1), (5, 5), (6, 1), (7, 1), (11, 1), (16, 5), (19, 1), (23, 2), (29, 3)], 7: [(3, 1), (4, 1), (5, 2), (6, 2), (7, 3), (8, 3), (11, 1), (13, 4), (23, 1), (31, 1), (36, 1)]})",Trelawney,"defaultdict(<class 'list'>, {3: [(6, 29), (8, 1), (11, 8), (12, 1), (15, 15), (16, 14), (22, 2)], 4: [(10, 2), (13, 12), (15, 1), (18, 1), (20, 1), (21, 3), (29, 8)], 5: [(12, 6), (13, 1), (15, 22), (17, 9), (18, 1), (20, 1), (21, 1), (22, 1), (25, 3), (26, 12), (27, 7), (29, 1), (30, 1), (31, 1), (37, 3), (38, 2)], 6: [(8, 1), (9, 2), (10, 1), (15, 7), (20, 4), (25, 18), (26, 1)], 7: [(32, 1), (33, 1)]})",CommonNoun
118,thestrals,"defaultdict(<class 'list'>, {5: [(17, 3), (21, 12), (27, 1), (30, 2), (33, 5), (34, 6), (38, 1)], 7: [(4, 2), (36, 3)]})",Luna,"defaultdict(<class 'list'>, {5: [(10, 27), (11, 7), (13, 6), (14, 1), (16, 7), (18, 2), (19, 3), (21, 4), (25, 10), (26, 5), (30, 2), (32, 14), (33, 11), (34, 12), (35, 14), (36, 1), (38, 13)], 6: [(7, 12), (14, 1), (15, 24), (19, 7), (20, 5), (27, 1), (29, 4), (30, 2)], 7: [(8, 13), (12, 1), (15, 3), (16, 1), (20, 7), (21, 14), (22, 4), (23, 13), (24, 5), (25, 10), (26, 2), (29, 24), (30, 19), (32, 3), (34, 1), (36, 3)]})",Parseltongue,"defaultdict(<class 'list'>, {2: [(11, 3), (16, 3), (17, 1), (18, 4)], 4: [(31, 3)], 6: [(10, 7), (17, 2)], 7: [(17, 2), (19, 1), (22, 1), (27, 1), (31, 1), (32, 1)]})",ProperName
119,Inferi,"defaultdict(<class 'list'>, {6: [(3, 1), (4, 3), (6, 1), (9, 1), (21, 1), (26, 8), (27, 1), (30, 1)], 7: [(3, 1), (10, 1), (11, 1), (30, 1), (35, 1)]})",potion,"defaultdict(<class 'list'>, {1: [(5, 3), (8, 6), (16, 1)], 2: [(4, 1), (6, 1), (8, 1), (9, 2), (10, 4), (11, 7), (12, 13), (13, 3)], 3: [(5, 1), (7, 7), (8, 4), (11, 1), (18, 2), (19, 1), (20, 1)], 4: [(8, 1), (10, 1), (12, 1), (16, 2), (24, 1), (25, 5), (26, 2), (27, 8), (32, 2), (33, 2), (35, 12), (36, 9)], 5: [(2, 1), (12, 11), (13, 3), (16, 1), (17, 5), (22, 2), (24, 1), (26, 1), (29, 2), (31, 1), (32, 1), (36, 1), (38, 1)], 6: [(3, 1), (6, 1), (7, 1), (9, 24), (10, 7), (11, 2), (12, 5), (14, 4), (15, 8), (16, 4), (18, 14), (20, 1), (21, 5), (22, 6), (23, 2), (24, 9), (25, 1), (26, 20), (27, 1), (28, 1), (29, 1)], 7: [(2, 1), (4, 5), (5, 1), (6, 1), (8, 1), (10, 6), (12, 6), (14, 2), (16, 2), (25, 2), (28, 1), (30, 1), (33, 2)]})",pixies,"defaultdict(<class 'list'>, {2: [(6, 7), (10, 1), (14, 1)], 3: [(7, 1)], 5: [(2, 1)]})",HPWorldNoun
120,Mysteries,"defaultdict(<class 'list'>, {3: [(6, 1)], 4: [(7, 1), (30, 1)], 5: [(7, 1), (18, 1), (24, 7), (25, 3), (26, 3), (27, 1), (28, 4), (30, 1), (31, 1), (32, 8), (34, 3), (35, 2), (36, 2), (37, 8), (38, 1)], 6: [(20, 1)], 7: [(11, 1), (13, 1), (31, 1)]})",prophecy,"defaultdict(<class 'list'>, {5: [(22, 1), (35, 40), (36, 5), (37, 15), (38, 1)], 6: [(2, 3), (3, 5), (4, 5), (5, 7), (7, 4), (10, 4), (12, 1), (16, 1), (20, 1), (23, 15), (25, 7)], 7: [(33, 2)]})",Willow,"defaultdict(<class 'list'>, {1: [(5, 1)], 2: [(5, 5), (6, 2), (12, 1)], 3: [(4, 1), (9, 3), (10, 2), (15, 1), (16, 1), (17, 3), (18, 2), (19, 2), (21, 8)], 4: [(31, 1)], 5: [(30, 1)], 7: [(32, 2), (33, 1)]})",CommonNoun
121,Vow,"defaultdict(<class 'list'>, {6: [(2, 3), (15, 2), (16, 2)]})",Draco,"defaultdict(<class 'list'>, {1: [(6, 3), (8, 1), (9, 2), (12, 1), (15, 2), (17, 1)], 2: [(1, 1), (3, 3), (4, 13), (6, 1), (7, 1), (8, 1), (11, 3), (12, 3), (13, 1), (15, 2), (16, 1), (18, 1)], 3: [(5, 3), (6, 2), (7, 1), (8, 1), (10, 1), (13, 1), (16, 1)], 4: [(8, 5), (9, 2), (11, 1), (13, 4), (15, 1), (22, 1), (24, 3), (31, 2), (37, 2)], 5: [(6, 1), (9, 1), (10, 3), (11, 1), (12, 1), (13, 2), (16, 1), (17, 1), (19, 3), (21, 1), (25, 1), (27, 2), (28, 4), (31, 2), (32, 2)], 6: [(2, 13), (6, 6), (7, 1), (8, 2), (12, 1), (13, 2), (14, 1), (15, 9), (16, 1), (19, 2), (20, 1), (21, 5), (22, 1), (24, 1), (25, 1), (27, 21), (28, 1)], 7: [(1, 6), (9, 2), (23, 22), (24, 2), (26, 1), (31, 4), (32, 3), (33, 5), (36, 7)]})",Hogsmeade,"defaultdict(<class 'list'>, {3: [(1, 4), (2, 4), (3, 2), (4, 1), (5, 4), (8, 15), (10, 9), (11, 1), (12, 2), (13, 1), (14, 12), (15, 1), (17, 1), (18, 1), (21, 1), (22, 2)], 4: [(8, 1), (11, 1), (12, 1), (19, 3), (24, 3), (26, 3), (27, 8), (29, 1), (37, 1)], 5: [(10, 1), (12, 1), (14, 1), (15, 1), (16, 7), (17, 1), (21, 1), (24, 3), (25, 5), (26, 2), (27, 2), (34, 1)], 6: [(7, 1), (8, 2), (12, 9), (13, 1), (18, 1), (19, 4), (21, 3), (25, 2), (27, 3), (30, 1)], 7: [(15, 2), (16, 2), (24, 1), (27, 2), (28, 2), (31, 1), (33, 1), (36, 1)]})",ProperName
122,Brothers,"defaultdict(<class 'list'>, {1: [(6, 5), (7, 2), (8, 1), (10, 1), (12, 3)], 2: [(3, 1), (17, 1)], 3: [(4, 1), (10, 1)], 4: [(2, 1), (5, 1), (12, 2), (17, 1), (18, 2), (19, 1), (23, 1), (25, 1), (27, 2)], 5: [(4, 2), (5, 1), (11, 1), (16, 1), (18, 1), (22, 1)], 6: [(10, 1), (14, 1), (15, 1), (29, 1)], 7: [(2, 2), (6, 1), (7, 1), (11, 1), (16, 1), (18, 1), (21, 14), (22, 1), (28, 4), (32, 1), (35, 3), (36, 2)]})",Hallows,"defaultdict(<class 'list'>, {7: [(20, 1), (21, 14), (22, 28), (24, 6), (25, 1), (28, 1), (35, 17)]})",Crouch,"defaultdict(<class 'list'>, {2: [(15, 1)], 3: [(17, 1)], 4: [(5, 9), (7, 17), (8, 1), (9, 32), (10, 5), (11, 1), (16, 7), (17, 8), (18, 1), (20, 1), (21, 10), (23, 5), (24, 5), (25, 14), (26, 4), (27, 35), (28, 43), (29, 18), (30, 43), (31, 5), (35, 10), (36, 16)], 5: [(4, 4), (6, 1), (20, 1)], 6: [(16, 1)], 7: [(6, 1)]})",CommonNoun
123,deluminator,"defaultdict(<class 'list'>, {7: [(7, 8), (9, 2), (11, 3), (19, 4), (20, 2), (22, 1), (23, 4), (24, 1)]})",snitch,"defaultdict(<class 'list'>, {1: [(10, 4), (11, 8), (13, 4), (17, 2)], 2: [(7, 3), (10, 10)], 3: [(8, 1), (9, 11), (12, 1), (13, 15), (15, 12), (22, 1)], 4: [(7, 2), (8, 10), (37, 1)], 5: [(14, 5), (18, 1), (19, 16), (25, 1), (26, 3), (28, 6), (29, 1), (31, 1), (35, 1)], 6: [(14, 6), (16, 1), (19, 3), (24, 1)], 7: [(7, 23), (16, 1), (18, 1), (19, 1), (20, 1), (22, 8), (23, 1), (34, 3), (36, 1)]})",Triwizard,"defaultdict(<class 'list'>, {4: [(12, 7), (13, 1), (14, 1), (15, 4), (16, 7), (17, 1), (18, 6), (19, 2), (20, 1), (21, 1), (22, 2), (24, 1), (25, 2), (27, 2), (28, 4), (31, 12), (32, 3), (33, 2), (34, 1), (35, 5), (36, 3), (37, 2)], 5: [(6, 1), (9, 2), (11, 1), (12, 2), (14, 2), (16, 2), (17, 1), (30, 1)], 6: [(1, 1), (5, 1)], 7: [(2, 1), (8, 1)]})",HPWorldNoun
124,memories,"defaultdict(<class 'list'>, {2: [(13, 3), (16, 1), (18, 1)], 3: [(10, 1)], 4: [(9, 1), (13, 1), (14, 1), (27, 1), (30, 1), (36, 2), (37, 1)], 5: [(6, 1), (19, 1), (23, 1), (24, 4), (26, 6)], 6: [(1, 2), (4, 1), (10, 1), (13, 2), (17, 4), (20, 2), (22, 1)], 7: [(2, 1), (3, 1), (4, 1), (6, 1), (7, 1), (8, 2), (9, 1), (10, 2), (14, 1), (17, 2), (33, 2)]})",pensieve,"defaultdict(<class 'list'>, {4: [(30, 15), (31, 2), (35, 1), (37, 1)], 5: [(6, 1), (8, 1), (23, 1), (24, 5), (26, 1), (28, 7), (29, 6), (31, 1), (37, 3)], 6: [(10, 4), (12, 1), (13, 6), (16, 1), (17, 5), (20, 5), (23, 2), (26, 1), (28, 1)], 7: [(12, 1), (22, 1), (33, 2), (36, 2)]})",Moony,"defaultdict(<class 'list'>, {3: [(10, 2), (13, 1), (14, 3), (17, 1), (18, 1), (21, 1), (22, 1)], 5: [(28, 1), (29, 1)], 7: [(11, 1)]})",CommonNoun
125,sword,"defaultdict(<class 'list'>, {1: [(4, 1)], 2: [(3, 1), (17, 7), (18, 6)], 3: [(6, 4)], 4: [(22, 1), (30, 2)], 5: [(1, 1), (12, 1), (16, 1), (37, 1)], 6: [(4, 1), (23, 1), (24, 1), (29, 1)], 7: [(6, 1), (7, 12), (12, 1), (15, 18), (16, 8), (17, 3), (18, 1), (19, 37), (20, 3), (22, 1), (23, 15), (24, 5), (25, 17), (26, 14), (27, 3), (31, 1), (33, 6), (36, 1)]})",horcrux,"defaultdict(<class 'list'>, {6: [(18, 1), (20, 1), (23, 20), (25, 3), (26, 11), (27, 1), (28, 2), (29, 2), (30, 4)], 7: [(6, 15), (10, 2), (13, 1), (14, 7), (15, 15), (16, 3), (17, 6), (19, 12), (20, 1), (22, 2), (24, 2), (26, 1), (27, 6), (29, 3), (30, 1), (31, 10), (32, 1), (34, 1), (35, 4)]})",spells,"defaultdict(<class 'list'>, {1: [(5, 2), (6, 1), (7, 1), (9, 1), (14, 1), (15, 1)], 2: [(2, 1), (3, 2), (4, 2), (8, 1), (9, 1), (11, 3)], 3: [(1, 1), (4, 1)], 4: [(10, 2), (11, 2), (19, 4), (20, 3), (22, 1), (26, 1), (28, 1), (31, 5), (34, 1), (35, 3), (36, 1), (37, 1)], 5: [(3, 1), (9, 1), (12, 7), (13, 6), (14, 1), (15, 2), (16, 3), (18, 1), (24, 1), (26, 2), (27, 1), (31, 3), (32, 2), (35, 4), (36, 3), (37, 1), (38, 1)], 6: [(3, 1), (5, 1), (7, 1), (8, 2), (9, 6), (10, 1), (11, 5), (12, 4), (13, 1), (14, 1), (16, 3), (21, 1), (25, 1), (28, 1), (30, 1)], 7: [(4, 3), (6, 2), (9, 2), (10, 1), (11, 1), (13, 1), (14, 1), (16, 1), (19, 1), (21, 2), (22, 1), (24, 1), (26, 5), (27, 1), (30, 1), (31, 2), (32, 5), (36, 4)]})",CommonNoun
126,Snap,"defaultdict(<class 'list'>, {1: [(2, 1), (10, 1)], 2: [(3, 1), (4, 1), (6, 1), (10, 1), (12, 2), (15, 2), (18, 1)], 3: [(1, 1), (5, 1), (7, 2), (10, 1), (14, 1), (16, 1), (17, 1), (21, 1), (22, 1)], 4: [(11, 1), (22, 1), (37, 1)], 5: [(2, 1), (6, 2), (20, 1), (23, 1), (25, 1), (31, 1), (32, 1)], 6: [(2, 1), (16, 1)], 7: [(26, 1)]})",cards,"defaultdict(<class 'list'>, {1: [(6, 2), (14, 1), (16, 2)], 2: [(1, 2), (3, 1), (4, 1), (13, 1)], 3: [(1, 1), (2, 1), (6, 1), (11, 1)], 4: [(2, 1), (19, 1), (22, 2), (37, 2)], 5: [(5, 1), (10, 1), (17, 1), (21, 3), (28, 1)], 6: [(6, 1), (10, 1), (24, 1), (25, 1)]})",revealer,"defaultdict(<class 'list'>, {2: [(13, 1)]})",CommonNoun
127,Alley,"defaultdict(<class 'list'>, {1: [(5, 3), (6, 4), (17, 1)], 2: [(4, 13), (13, 1), (14, 1)], 3: [(3, 3), (4, 6), (11, 2)], 4: [(5, 1), (6, 1), (10, 2), (18, 1)], 5: [(1, 3), (2, 1), (8, 2), (9, 2), (22, 1), (29, 1), (30, 2), (32, 1), (34, 2)], 6: [(2, 1), (5, 2), (6, 8), (7, 2), (13, 3), (17, 2), (21, 1), (30, 1)], 7: [(11, 1), (12, 1), (22, 1), (24, 1), (26, 5)]})",Fudge,"defaultdict(<class 'list'>, {1: [(5, 1), (12, 2), (17, 1)], 2: [(14, 17)], 3: [(3, 40), (4, 8), (5, 3), (8, 1), (10, 15), (11, 2), (13, 1), (16, 7), (19, 1), (21, 12), (22, 12)], 4: [(8, 11), (11, 1), (27, 2), (28, 1), (29, 5), (30, 5), (31, 5), (35, 3), (36, 42), (37, 1)], 5: [(4, 5), (5, 6), (8, 51), (9, 12), (10, 8), (11, 2), (13, 1), (14, 3), (15, 4), (16, 1), (18, 3), (19, 1), (20, 1), (25, 5), (27, 42), (28, 2), (29, 1), (36, 11), (38, 2)], 6: [(1, 66), (3, 2), (4, 1), (15, 1), (16, 3), (17, 1), (30, 1)], 7: [(35, 1)]})",Arithmancy,"defaultdict(<class 'list'>, {2: [(14, 1)], 3: [(4, 1), (6, 5), (12, 5), (15, 2), (16, 2)], 4: [(13, 1), (20, 1), (29, 1)], 5: [(15, 1), (27, 1), (29, 1), (31, 2)], 6: [(9, 2), (15, 1), (24, 1)]})",ProperName
128,Lupin,"defaultdict(<class 'list'>, {3: [(5, 35), (7, 46), (8, 41), (9, 10), (10, 18), (11, 6), (12, 45), (13, 4), (14, 15), (16, 3), (17, 31), (18, 27), (19, 52), (20, 8), (21, 9), (22, 20)], 4: [(12, 1), (14, 2), (20, 1), (25, 1), (26, 1), (36, 1)], 5: [(3, 25), (4, 8), (5, 21), (6, 2), (7, 4), (8, 1), (9, 15), (10, 5), (12, 1), (13, 1), (14, 2), (15, 3), (23, 4), (24, 5), (28, 11), (29, 25), (31, 2), (32, 1), (35, 4), (36, 10), (37, 1), (38, 5)], 6: [(6, 2), (11, 1), (12, 1), (16, 22), (17, 2), (22, 1), (24, 1), (28, 1), (29, 25), (30, 1)], 7: [(1, 1), (4, 4), (5, 39), (6, 1), (7, 3), (8, 3), (9, 1), (10, 1), (11, 50), (12, 1), (14, 1), (17, 1), (22, 6), (25, 11), (30, 10), (31, 1), (33, 5), (34, 9), (36, 3)]})",Patronus,"defaultdict(<class 'list'>, {3: [(12, 12), (13, 2), (15, 1), (20, 3), (21, 6), (22, 4)], 4: [(31, 1)], 5: [(2, 3), (3, 1), (8, 9), (9, 1), (16, 4), (27, 4), (31, 1)], 6: [(8, 2), (16, 2), (21, 1), (29, 1)], 7: [(7, 1), (9, 4), (11, 2), (13, 6), (15, 2), (19, 4), (20, 2), (22, 1), (28, 6), (34, 1), (36, 2)]})",arm,"defaultdict(<class 'list'>, {1: [(1, 1), (4, 1), (5, 2), (7, 1), (9, 2), (10, 2), (12, 4), (13, 1), (15, 2), (16, 1), (17, 2)], 2: [(1, 1), (2, 2), (4, 2), (6, 2), (7, 3), (8, 1), (10, 15), (11, 5), (13, 1), (14, 1), (15, 1), (16, 1), (17, 5)], 3: [(1, 1), (2, 1), (3, 2), (4, 2), (5, 1), (6, 3), (7, 3), (8, 3), (9, 2), (10, 1), (11, 3), (13, 3), (14, 4), (15, 1), (17, 6), (19, 3), (20, 3), (21, 2), (22, 1)], 4: [(2, 2), (8, 3), (9, 3), (12, 1), (13, 1), (15, 2), (17, 3), (18, 1), (19, 1), (20, 1), (21, 3), (22, 1), (23, 1), (24, 3), (25, 3), (26, 1), (27, 2), (28, 1), (29, 1), (31, 3), (32, 3), (33, 7), (34, 1), (35, 2), (36, 5)], 5: [(1, 1), (2, 3), (3, 1), (4, 1), (6, 1), (7, 2), (10, 1), (12, 1), (13, 3), (14, 4), (17, 2), (18, 2), (19, 3), (20, 1), (21, 1), (22, 1), (23, 2), (24, 1), (25, 1), (26, 2), (27, 2), (28, 5), (30, 3), (31, 1), (33, 3), (34, 4), (35, 9), (36, 3), (37, 1)], 6: [(2, 3), (4, 4), (6, 2), (7, 6), (8, 1), (9, 2), (10, 1), (11, 4), (12, 3), (14, 6), (15, 4), (17, 2), (19, 2), (20, 2), (21, 1), (22, 1), (24, 1), (25, 2), (26, 5), (27, 1), (28, 2), (29, 1), (30, 1)], 7: [(3, 1), (4, 1), (5, 5), (6, 5), (7, 1), (8, 1), (9, 3), (10, 4), (11, 1), (12, 1), (13, 3), (14, 2), (15, 2), (16, 2), (17, 7), (18, 2), (20, 1), (23, 5), (24, 3), (25, 1), (26, 2), (28, 1), (29, 2), (30, 2), (31, 6), (32, 1), (33, 2), (35, 1), (36, 3)]})",ProperName
